,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYN,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolYN,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Bathrooms
1642,902201090,1174,135000,50,RM,120.0,9000,Pave,0.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900,2006,Gable,CompShg,Stucco,Stucco,NO,0.0,3,3,BrkTil,3.0,2.0,1.0,4.0,130.0,1.0,0.0,550.0,680.0,GasA,5,Y,SBrkr,680,494,0,0.0,0.0,1,0,2,1,4,6,8,1,4.0,Detchd,yes,1.0,2.0,576.0,3.0,3.0,3,116,26,40,0,0,no,0.0,MnPrv,6,2007,WD ,Normal,1.0
1643,534127270,1416,179900,60,RL,90.0,11700,Pave,0.0,1,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,3,3,CBlock,3.0,3.0,1.0,5.0,404.0,1.0,0.0,304.0,708.0,GasA,4,Y,SBrkr,708,708,0,0.0,0.0,2,1,3,1,3,7,8,1,3.0,Attchd,yes,2.0,2.0,776.0,3.0,3.0,3,0,169,0,0,119,no,0.0,NO,5,2006,WD ,Normal,2.5
1644,531379050,2122,220000,60,RL,43.0,11492,Pave,0.0,2,4,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,4,3,PConc,4.0,3.0,1.0,6.0,637.0,1.0,0.0,276.0,913.0,GasA,5,Y,SBrkr,913,1209,0,1.0,0.0,2,1,4,1,4,8,8,1,3.0,Attchd,yes,2.0,2.0,559.0,3.0,3.0,3,0,74,0,0,0,no,0.0,NO,4,2009,WD ,Normal,3.5
1645,907135080,1097,147900,20,RL,70.0,16561,Pave,0.0,3,1,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,5.0,549.0,1.0,0.0,548.0,1097.0,GasA,5,Y,SBrkr,1097,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0.0,Attchd,yes,1.0,1.0,242.0,3.0,3.0,3,306,0,0,0,0,no,0.0,GdPrv,7,2007,WD ,Normal,2.5
1646,908152280,1090,157000,20,RL,60.0,7024,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,5.0,4.0,1.0,5.0,980.0,1.0,0.0,110.0,1090.0,GasA,4,Y,SBrkr,1090,0,0,1.0,0.0,1,1,2,1,3,5,8,0,0.0,Attchd,yes,3.0,2.0,450.0,3.0,3.0,3,0,49,0,0,0,no,0.0,NO,6,2007,WD ,Normal,2.5
1647,905106150,894,129000,20,RL,109.0,8724,Pave,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,4.0,3.0,1.0,4.0,492.0,1.0,0.0,402.0,894.0,GasA,4,Y,SBrkr,894,0,0,0.0,0.0,1,0,3,1,3,5,8,1,1.0,Attchd,yes,3.0,2.0,450.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,5,2007,WD ,Normal,1.0
1648,527454050,1322,147000,160,RL,24.0,2308,Pave,0.0,1,4,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,NO,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,257.0,3.0,495.0,103.0,855.0,GasA,3,Y,SBrkr,855,467,0,0.0,1.0,2,1,3,1,3,6,8,1,2.0,Attchd,yes,1.0,2.0,440.0,3.0,3.0,3,260,0,0,0,0,no,0.0,NO,6,2009,WD ,Normal,3.0
1649,923276260,883,149000,85,RL,70.0,7669,Pave,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,NO,0.0,3,3,PConc,4.0,3.0,3.0,6.0,718.0,2.0,110.0,0.0,828.0,GasA,3,Y,SBrkr,883,0,0,1.0,0.0,1,0,2,1,3,5,8,1,2.0,Detchd,yes,1.0,2.0,698.0,3.0,3.0,3,100,32,0,0,0,no,0.0,GdPrv,6,2009,WD ,Normal,2.0
1650,533223010,1452,183900,160,FV,35.0,3735,Pave,0.0,1,4,4,FR3,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4.0,3.0,1.0,6.0,450.0,1.0,0.0,241.0,691.0,GasA,5,Y,SBrkr,713,739,0,1.0,0.0,2,1,3,1,4,6,8,0,0.0,Detchd,yes,1.0,2.0,506.0,3.0,3.0,3,0,34,0,0,0,no,0.0,NO,3,2006,WD ,Normal,3.5
1651,534475170,1977,165000,60,RL,100.0,9500,Pave,0.0,1,4,4,Corner,3,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3.0,3.0,1.0,3.0,442.0,1.0,0.0,374.0,816.0,GasA,3,Y,SBrkr,1127,850,0,0.0,1.0,1,1,4,1,3,9,8,1,3.0,Attchd,yes,2.0,2.0,540.0,3.0,3.0,3,0,52,0,0,0,no,0.0,GdPrv,6,2007,WD ,Normal,2.0
1652,533212020,1200,149500,160,FV,24.0,2544,Pave,2.0,1,4,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,368.0,5.0,42.0,190.0,600.0,GasA,5,Y,SBrkr,600,600,0,1.0,0.0,2,1,2,1,4,4,8,0,0.0,Detchd,yes,2.0,2.0,480.0,3.0,3.0,3,0,172,0,0,0,no,0.0,NO,2,2010,WD ,Normal,3.5
1653,535180020,1124,153000,20,RL,72.0,10152,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,3.0,3.0,3.0,4.0,914.0,1.0,0.0,210.0,1124.0,GasA,5,Y,SBrkr,1124,0,0,1.0,0.0,1,0,3,1,3,6,8,1,3.0,Attchd,yes,3.0,1.0,353.0,3.0,3.0,3,0,211,180,0,142,no,0.0,NO,5,2006,WD ,Normal,2.0
1654,527403120,858,88000,20,RL,64.33365276309658,8125,Pave,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,614.0,1.0,0.0,244.0,858.0,GasA,3,Y,SBrkr,858,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,no,0.0,NO,6,2006,WD ,Normal,1.0
1655,528376010,2538,330000,60,RL,82.0,9044,Pave,0.0,2,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526.0,4,4,PConc,4.0,3.0,1.0,6.0,1225.0,1.0,0.0,100.0,1325.0,GasA,5,Y,SBrkr,1335,1203,0,0.0,0.0,2,1,4,1,4,8,8,1,3.0,Attchd,yes,2.0,3.0,933.0,3.0,3.0,3,198,92,0,0,0,no,0.0,NO,5,2007,WD ,Normal,2.5
1656,527252050,1612,319900,120,RL,61.0,8035,Pave,0.0,2,2,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,4,3,PConc,5.0,3.0,4.0,6.0,797.0,1.0,0.0,815.0,1612.0,GasA,5,Y,SBrkr,1612,0,0,1.0,0.0,2,0,2,1,5,6,8,1,4.0,Attchd,yes,3.0,2.0,556.0,3.0,3.0,3,0,164,0,0,0,no,0.0,NO,3,2007,WD ,Normal,3.0
1657,533221100,1525,177000,160,FV,16.762380664550825,2117,Pave,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3.0,1.0,6.0,436.0,1.0,0.0,320.0,756.0,GasA,5,Y,SBrkr,769,756,0,0.0,0.0,2,1,3,1,4,5,8,1,3.0,Detchd,yes,1.0,2.0,440.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,6,2007,WD ,Normal,2.5
1658,528250060,1509,180000,60,RL,63.0,7875,Pave,0.0,1,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,783.0,783.0,GasA,5,Y,SBrkr,807,702,0,0.0,0.0,2,1,3,1,4,8,8,1,4.0,Attchd,yes,3.0,2.0,393.0,3.0,3.0,3,0,75,0,0,0,no,0.0,NO,7,2006,WD ,Normal,2.5
1659,535378120,1078,125000,30,RL,60.0,10230,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1054.0,1054.0,GasA,5,Y,SBrkr,1078,0,0,0.0,0.0,1,0,3,1,5,6,8,0,0.0,Detchd,yes,1.0,1.0,264.0,3.0,3.0,1,0,0,0,0,112,no,0.0,GdWo,12,2009,WD ,Normal,1.0
1660,903427090,1666,161000,70,RM,40.3817389651437,5100,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,NO,0.0,3,4,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,588.0,588.0,GasA,2,Y,SBrkr,833,833,0,0.0,0.0,1,0,3,1,4,7,8,1,4.0,Detchd,yes,1.0,1.0,228.0,3.0,3.0,3,192,63,0,0,0,no,0.0,MnPrv,6,2008,WD ,Normal,1.0
1661,528488120,1266,176000,20,FV,62.0,7500,Pave,2.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1257.0,1257.0,GasA,5,Y,SBrkr,1266,0,0,0.0,0.0,2,0,3,1,4,6,8,1,3.0,Attchd,yes,1.0,2.0,453.0,3.0,3.0,3,38,144,0,0,0,no,0.0,NO,4,2006,WD ,Normal,2.0
1662,910206110,912,99500,30,RM,60.0,7392,Pave,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,520.0,520.0,GasA,3,Y,FuseA,912,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,2.0,1.0,360.0,3.0,3.0,3,0,90,0,0,0,no,0.0,NO,5,2008,WD ,Normal,1.0
1663,905107110,1373,160250,90,RL,58.783143152397415,7424,Pave,0.0,2,4,4,Inside,3,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,NO,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,1319.0,1.0,0.0,0.0,1319.0,GasA,3,Y,SBrkr,1373,0,0,1.0,0.0,1,0,3,1,3,5,8,2,3.0,Attchd,yes,3.0,2.0,591.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,5,2010,WD ,Normal,2.0
1664,902401030,1616,152000,40,RM,40.0,5400,Pave,2.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,4,BrkTil,3.0,3.0,2.0,2.0,370.0,1.0,0.0,779.0,1149.0,GasA,4,Y,FuseA,1149,467,0,0.0,0.0,2,0,3,1,4,5,8,0,0.0,Detchd,yes,1.0,1.0,216.0,3.0,3.0,3,0,0,183,0,0,no,0.0,NO,10,2007,WD ,Normal,2.0
1665,527106150,1638,192000,60,RL,59.0,9042,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,4.0,6.0,828.0,1.0,0.0,115.0,943.0,GasA,4,Y,SBrkr,943,695,0,1.0,0.0,2,1,3,1,3,7,8,2,3.0,Attchd,yes,3.0,2.0,472.0,3.0,3.0,3,100,38,0,0,0,no,0.0,NO,7,2008,WD ,Normal,3.5
1666,534430090,932,124000,20,RL,57.0,8280,Pave,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,932.0,932.0,GasA,5,Y,FuseA,932,0,0,0.0,0.0,1,0,2,1,4,4,8,1,4.0,Attchd,yes,1.0,1.0,306.0,3.0,3.0,3,0,0,214,0,0,no,0.0,GdPrv,11,2007,WD ,Normal,1.0
1667,923225150,1304,115000,160,RM,21.101438106295678,2665,Pave,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,NO,0.0,3,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,264.0,264.0,GasA,3,Y,SBrkr,616,688,0,0.0,0.0,1,1,3,1,3,4,8,1,4.0,BuiltIn,yes,3.0,1.0,336.0,3.0,3.0,3,141,24,0,0,0,no,0.0,NO,6,2008,WD ,Normal,1.5
1668,909475230,2726,315000,20,RL,70.0,18044,Pave,0.0,2,2,4,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,NO,0.0,4,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,279.0,279.0,GasA,4,Y,SBrkr,2726,0,0,0.0,0.0,2,1,2,1,4,6,8,1,4.0,Attchd,yes,3.0,2.0,691.0,4.0,4.0,3,216,64,169,0,0,yes,5.0,NO,8,2007,WD ,Normal,2.5
1669,908152060,1044,133500,80,RL,65.0,6285,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,NO,0.0,3,2,CBlock,3.0,3.0,3.0,6.0,504.0,1.0,0.0,456.0,960.0,GasA,3,Y,SBrkr,1044,0,0,1.0,0.0,1,0,3,1,3,7,8,1,2.0,Detchd,yes,1.0,2.0,528.0,3.0,2.0,3,228,0,0,0,0,no,0.0,NO,4,2007,WD ,Normal,2.0
1670,905426200,1074,144500,20,RL,65.0,11479,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,NO,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,104.0,3.0,387.0,172.0,663.0,GasA,5,Y,SBrkr,1074,0,0,1.0,0.0,1,0,3,1,4,6,8,1,3.0,Attchd,yes,1.0,1.0,467.0,3.0,3.0,3,0,52,52,0,0,no,0.0,MnPrv,6,2010,WD ,Normal,2.0
1671,909103020,1273,121000,50,RL,76.0,11388,Pave,0.0,1,1,4,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1910,1993,Gable,CompShg,VinylSd,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,616.0,616.0,GasA,3,N,SBrkr,1055,218,0,0.0,0.0,1,0,3,1,4,5,6,0,0.0,Detchd,yes,1.0,1.0,275.0,3.0,2.0,1,212,0,0,0,0,no,0.0,NO,9,2006,WD ,Normal,1.0
1672,902330040,1742,168000,70,RM,121.0,17671,Pave,1.0,1,4,4,Corner,3,OldTown,Artery,Norm,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,4,4,BrkTil,3.0,3.0,1.0,4.0,216.0,1.0,0.0,700.0,916.0,GasA,4,Y,SBrkr,916,826,0,0.0,0.0,1,1,4,1,4,8,8,1,4.0,Attchd,yes,1.0,2.0,424.0,3.0,3.0,2,0,169,0,0,0,no,0.0,NO,11,2009,WD ,Normal,1.5
1673,908152035,1149,127000,20,RL,80.0,10682,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,399.0,1.0,0.0,615.0,1014.0,GasA,3,Y,SBrkr,1149,0,0,1.0,0.0,1,0,3,1,3,7,7,0,0.0,2Types,yes,3.0,1.0,544.0,3.0,3.0,3,0,240,0,0,0,no,0.0,MnPrv,7,2009,WD ,Normal,2.0
1674,528292040,1675,181000,60,RL,195.43178061523074,24682,Pave,0.0,4,4,4,CulDSac,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,841.0,841.0,GasA,5,Y,SBrkr,892,783,0,0.0,0.0,2,1,3,1,3,7,8,1,3.0,BuiltIn,yes,3.0,2.0,502.0,3.0,3.0,3,0,103,0,0,0,no,0.0,NO,6,2009,WD ,Normal,2.5
1675,534276010,864,129900,20,RL,70.0,9100,Pave,0.0,1,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,521.0,2.0,174.0,169.0,864.0,GasA,3,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,624.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,7,2006,WD ,Normal,2.0
1676,534175010,1680,136905,90,RL,91.05686237238285,11500,Pave,0.0,2,4,4,Corner,3,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1680.0,1680.0,GasA,2,Y,SBrkr,1680,0,0,0.0,0.0,2,0,4,2,3,8,8,0,0.0,Detchd,yes,1.0,2.0,528.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,6,2007,WD ,Normal,2.0
1677,909252150,1098,148500,70,RL,63.0,4000,Pave,0.0,1,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,4.0,3.0,1.0,6.0,246.0,1.0,0.0,285.0,531.0,GasA,3,Y,SBrkr,567,531,0,1.0,0.0,1,0,2,1,3,5,8,1,4.0,Detchd,yes,1.0,1.0,216.0,3.0,3.0,3,0,0,0,0,0,no,0.0,MnPrv,6,2007,WD ,Normal,2.0
1678,905228020,998,89500,20,RL,71.26189229143006,9000,Pave,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,4,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,2,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,N,FuseA,998,0,0,0.0,0.0,1,0,3,1,3,5,6,0,0.0,2Types,yes,1.0,2.0,460.0,2.0,3.0,3,0,0,140,0,0,no,0.0,NO,5,2007,WD ,Normal,1.0
1679,535180100,1080,136000,20,RL,75.0,9464,Pave,0.0,1,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3.0,3.0,1.0,4.0,570.0,1.0,0.0,510.0,1080.0,GasA,4,Y,SBrkr,1080,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Attchd,yes,1.0,1.0,288.0,3.0,3.0,3,0,0,0,0,130,no,0.0,NO,6,2008,WD ,Normal,1.0
1680,923252080,845,129500,20,RL,69.0,7599,Pave,0.0,1,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,NO,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,565.0,1.0,0.0,280.0,845.0,GasA,3,Y,SBrkr,845,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0.0,Detchd,yes,1.0,2.0,360.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,6,2007,WD ,Normal,2.0
1681,906392100,1734,260000,20,RL,78.0,11645,Pave,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,3.0,6.0,1300.0,1.0,0.0,434.0,1734.0,GasA,5,Y,SBrkr,1734,0,0,1.0,0.0,2,0,3,1,4,7,8,0,0.0,Attchd,yes,3.0,2.0,660.0,3.0,3.0,3,160,24,0,0,0,no,0.0,NO,1,2006,WD ,Normal,3.0
1682,907194010,1840,230000,60,RL,79.0,12420,Pave,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,666.0,1.0,0.0,278.0,944.0,GasA,5,Y,SBrkr,944,896,0,1.0,0.0,2,1,3,1,4,6,8,0,0.0,Attchd,yes,2.0,2.0,622.0,3.0,3.0,3,0,45,0,0,0,no,0.0,NO,6,2009,WD ,Normal,3.5
1683,535402100,1146,165000,80,RL,83.0,10184,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,3,3,CBlock,3.0,3.0,3.0,5.0,580.0,1.0,0.0,503.0,1083.0,GasA,3,Y,SBrkr,1146,0,0,0.0,1.0,1,0,3,1,3,6,8,1,4.0,Attchd,yes,1.0,1.0,294.0,3.0,3.0,3,345,75,0,0,0,no,0.0,NO,6,2006,WD ,Normal,1.5
1684,902329070,1368,114504,70,RM,60.0,3600,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,684.0,684.0,GasA,5,N,FuseA,684,684,0,0.0,0.0,1,0,3,1,3,7,8,0,0.0,Detchd,yes,1.0,1.0,216.0,3.0,2.0,1,0,158,0,0,0,no,0.0,NO,10,2006,WD ,Normal,1.0
1685,903234030,1103,110500,30,RM,50.0,6000,Pave,0.0,1,4,4,Inside,3,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,4,BrkTil,3.0,3.0,1.0,4.0,397.0,1.0,0.0,706.0,1103.0,GasA,4,Y,SBrkr,1103,0,0,0.0,0.0,1,0,2,1,4,5,8,1,4.0,Detchd,yes,1.0,2.0,440.0,3.0,3.0,3,166,120,0,0,0,no,0.0,MnPrv,7,2006,WD ,Normal,1.0
1686,533130170,2872,285000,50,RL,85.0,10678,Pave,0.0,1,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4.0,3.0,1.0,6.0,700.0,1.0,0.0,983.0,1683.0,GasA,5,Y,SBrkr,2129,743,0,0.0,0.0,2,1,4,1,4,9,8,1,3.0,Attchd,yes,3.0,2.0,541.0,3.0,3.0,3,0,33,0,0,0,no,0.0,NO,4,2007,WD ,Normal,2.5
1687,534275100,864,118000,20,RL,65.0,8125,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,403.0,1.0,0.0,461.0,864.0,GasA,5,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,1.0,308.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,9,2009,WD ,Normal,1.0
1688,527158020,1169,183500,20,RL,63.94567134950991,8076,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4.0,3.0,1.0,6.0,705.0,1.0,0.0,455.0,1160.0,GasA,4,Y,SBrkr,1169,0,0,0.0,1.0,2,0,3,1,3,6,8,1,3.0,Attchd,yes,3.0,2.0,402.0,3.0,3.0,3,0,26,0,0,144,no,0.0,MnPrv,7,2006,WD ,Normal,2.5
1689,909100170,864,98000,30,RL,67.0,5604,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,NO,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,468.0,1.0,0.0,396.0,864.0,GasA,3,N,FuseA,864,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,96,0,0,no,0.0,NO,4,2008,WD ,Normal,2.0
1690,527107010,1636,173000,60,RL,119.07070403094725,15038,Pave,0.0,3,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,PConc,4.0,3.0,1.0,3.0,138.0,1.0,0.0,778.0,916.0,GasA,4,Y,SBrkr,916,720,0,0.0,0.0,2,1,3,1,3,7,8,1,3.0,Attchd,yes,3.0,2.0,386.0,3.0,3.0,3,168,84,0,0,0,no,0.0,NO,11,2008,WD ,Normal,2.5
1691,532378180,912,123000,20,RL,65.0,7150,Pave,0.0,1,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,3,3,CBlock,3.0,3.0,1.0,2.0,140.0,4.0,590.0,182.0,912.0,GasA,4,Y,SBrkr,912,0,0,0.0,1.0,1,0,3,1,3,6,8,0,0.0,Attchd,yes,1.0,1.0,252.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,10,2009,WD ,Normal,1.5
